,NAME,TYPE,QUANTITY,UNIT,MSMT,RCP_ID
1,고구마,고구마죽,100,g,2/3개,1
2,설탕,고구마죽,2,g,1/3작은술,1
3,찹쌀가루,고구마죽,3,g,2/3작은술,1
4,물,고구마죽,200,ml,1컵,1
5,잣,고구마죽,8,g,8알,1
6,애호박,채소준비,30,g,1/6개,2
7,표고버섯,채소준비,20,g,2개,2
8,당근,채소준비,5,g,3×2×1cm,2
9,누룽지,누룽지 죽,70,g,1/3컵,2
10,순두부,누룽지 죽,100,g,1/4모,2
11,달걀,누룽지 죽,50,g,1개,2
12,참기름,누룽지 죽,3,g,2/3작은술,2
13,소금,누룽지 죽,약간,,,2
14,참깨,누룽지 죽,약간,,,2
15,흰 후추,누룽지 죽,약간,,,2
16,식초,배합초,20,g,1⅓큰술,3
17,설탕,배합초,10,g,2작은술,3
18,소금,배합초,약간,,,3
19,달걀노른자,오색지라시,40,g,달걀2개,3
20,표고버섯,오색지라시,10,g,1장,3
21,새송이버섯,오색지라시,20,g,3개,3
22,새우,오색지라시,25,g,4마리,3
23,홍피망,오색지라시,10,g,1/8개,3
24,청피망,오색지라시,10,g,1/8개,3
25,양파,오색지라시,5,g,5×1cm,3
26,대두유,오색지라시,20,g,1⅓큰술,3
27,참기름,오색지라시,10,g,2작은술,3
28,식용유,오색지라시,약간,,,3
29,두부,두부 곤약잡곡밥,110,g,⅓모,4
30,흰쌀,두부 곤약잡곡밥,15,g,,4
31,현미쌀,두부 곤약잡곡밥,3,g,,4
32,찹쌀,두부 곤약잡곡밥,3,g,,4
33,콩나물,나물준비,15,g,15개,4
34,표고버섯,나물준비,4,g,1/2장,4
35,애호박,나물준비,10,g,5×2×1cm,4
36,고사리,나물준비,15,g,7줄기,4
37,당근,나물준비,15,g,5×3×1cm,4
38,소금,나물준비,3,g,2/3작은술,4
39,소금,나물준비,약간(나물데침),,,4
40,초고추장,비빔고추장 소스,5,g,1작은술,4
41,플레인요거트,비빔고추장 소스,10,g,2작은술,4
42,참기름,비빔고추장 소스,2,g,1/3작은술,4
43,새싹채소,곁들임,3,g,,4
44,쌀,흑미밥,90,g,,5
45,닭가슴살,닭가슴살 삶기,40,g,1/3개,5
46,월계수 잎,닭가슴살 삶기,2,,장,5
47,후추,닭가슴살 삶기,약간,,,5
48,숙주,나물준비,20,g,1/20봉지,5
49,토란대,나물준비,20,g,5cm,5
50,달걀,고명,50,g,1개,5
51,대파,고명,10,g,5cm,5
52,들기름,고명,5,g,1작은술,5
53,소금,고명,약간,,,5
54,들깨가루,들깨 소스,15,g,1큰술,5
55,고추기름,들깨 소스,10,g,2작은술,5
56,꿀,들깨 소스,8,g,1⅔작은술,5
57,저염간장,들깨 소스,8,g,1⅔작은술,5
58,밥,취나물밥,210,g,1공기,6
59,다진 쇠고기,취나물밥,20,g,1⅓큰술,6
60,취나물,취나물밥,20,g,8줄기,6
61,다진 양파,취나물밥,5,g,1작은술,6
62,다진마늘,취나물밥,5,g,1작은술,6
63,간장,취나물밥,약간,,,6
64,매실즙,취나물밥,3,g,2/3작은술,6
65,참기름,취나물밥,2,g,1/3작은술,6
66,참깨,취나물밥,5,g,1작은술,6
67,소금,취나물밥,약간,,,6
68,청국장,청국장쌈장,20,g,1⅓큰술,6
69,된장,청국장쌈장,2,g,1/3작은술,6
70,콩가루,청국장쌈장,5,g,1작은술,6
71,멸치가루,청국장쌈장,2,g,1/3작은술,6
72,쌀뜨물,청국장쌈장,30,g,2큰술,6
73,다진 양파,청국장쌈장,7,g,1/2큰술,6
74,다진 호박,청국장쌈장,7,g,1/2큰술,6
75,다진 당근,청국장쌈장,7,g,1/2큰술,6
76,다진 표고버섯,청국장쌈장,7,g,1/2큰술,6
77,다진 호두,청국장쌈장,5,g,1작은술,6
78,참기름,청국장쌈장,2,g,1/3작은술,6
79,잡곡밥,잡곡밥,140,g,2/3공기,7
80,곰취,곰취쌈,30,g,,7
81,소금,곰취쌈,약간,,,7
82,조갯살,해물채소장,10,g,,7
83,새우살,해물채소장,10,g,,7
84,오징어살,해물채소장,15,g,,7
85,감자,해물채소장,18,g,1/6개,7
86,애호박,해물채소장,18,g,1/9개,7
87,양파,해물채소장,15,g,1/8개,7
88,청양고추,해물채소장,2,g,1/5개,7
89,표고버섯,해물채소장,5,g,1/2장,7
90,대파,해물채소장,2,g,1cm,7
91,마늘,해물채소장,3,g,1/2쪽,7
92,쌈장,해물채소장,10,g,2작은술,7
93,설탕,해물채소장,약간,,,7
94,참기름,해물채소장,약간,,,7
95,카놀라유,해물채소장,5,g,1작은술,7
96,고춧가루,해물채소장,약간,,,7
97,무,무초절임,65,g,6×5×2cm,7
98,식초,무초절임,30,g,2큰술,7
99,설탕,무초절임,15,g,1큰술,7
100,물,무초절임,50,ml,1/4컵,7
101,찹쌀,단호박찰밥,100,g,,8
102,밤,단호박찰밥,30,g,3개,8
103,은행,단호박찰밥,20,g,8알,8
104,잣,단호박찰밥,10,g,10알,8
105,단호박,단호박찰밥,40,g,4×8cm,8
106,대추,단호박찰밥,5,g,2개,8
107,케일이 쪄진 물,케일소스,100,ml,1/2컵,8
108,설탕,케일소스,15,g,1큰술,8
109,찹쌀,영양밥,100,g,,9
110, 바지락,영양밥,50,g,16개,9
111,강낭콩,영양밥,15,g,1큰술,9
112,완두콩,영양밥,15,g,1큰술,9
113,메주콩,영양밥,15,g,1큰술,9
114,달걀,오색준비,100,g,2개,9
115,애호박,오색준비,60,g,1/3개,9
116,가지,오색준비,40,g,1/4개,9
117,당근,오색준비,40,g,1/4개,9
118,표고버섯,오색준비,30,g,2장,9
119,다진 호두,호두 소스,10,g,2작은술,9
120,잣가루,호두 소스,2,g,1/3작은술,9
121,치자가루,곁들임,5,g,1작은술,9
122,연근,곁들임,6,g,1cm,9
123,식초,곁들임,5,g,1작은술,9
124, 새싹채소,곁들임,6,g,,9
125,연두부,새우두부계란찜,75,g,3/4모,10
126,칵테일새우,새우두부계란찜,20,g,5마리,10
127,달걀,새우두부계란찜,30,g,1/2개,10
128,생크림,새우두부계란찜,13,g,1큰술,10
129,설탕,새우두부계란찜,5,g,1작은술,10
130,시금치,고명,10,g,3줄기,10
131,조선부추,부추 콩가루 찜,50,g,,11
132,저염간장,양념장,3,g,2/3작은술,11
133,다진 대파,양념장,5,g,1작은술,11
134,다진 마늘,양념장,2,g,1/2쪽,11
135,고춧가루,양념장,2,g,1/3작은술,11
136,요리당,양념장,2,g,1/3작은술,11
137,참기름,양념장,2,g,1/3작은술,11
138,참깨,양념장,약간,,,11
139,물,연근 손질,200,ml,1컵,12
140,동치미국물,연근 구기자 물김치,40,g,2⅔큰술,12
141,연근,연근 구기자 물김치,30,g,4cm,12
142,무 20,연근 구기자 물김치,,g,3×3×1cm,12
143,사과,연근 구기자 물김치,30,g,1/5개,12
144,배추,연근 구기자 물김치,10,g,1장,12
145,구기자,연근 구기자 물김치,10,g,5개,12
146,오이,연근 구기자 물김치,5,g,2cm,12
147,돌미나리,연근 구기자 물김치,5,g,,12
148,쪽파,연근 구기자 물김치,5,g,,12
149,방울토마토,방울토마토 소박이,150,g,5개,13
150,양파,방울토마토 소박이,10,g,3×1cm,13
151,고춧가루,양념장,4,g,1작은술,13
152,멸치액젓,양념장,3,g,2/3작은술,13
153,다진 마늘,양념장,2.5,g,1/2쪽,13
154,매실액,양념장,2,g,1/3작은술,13
155,설탕,양념장,2,g,1/3작은술,13
156,물,양념장,2,ml,1/3작은술,13
157,통깨,양념장,약간,,,13
158,오이,오이무침,70,g,1/3개,14
159,순두부,순두부사과 소스,40,g,1/8봉지,14
160,사과,순두부사과 소스,50,g,1/3개,14
161,북어채,북엇국,25,g,15개,15
162,새우,북엇국,10,g,3마리,15
163,사과,북엇국,30,g,1/5개,15
164,양파,북엇국,40,g,1/4개,15
165,표고버섯,북엇국,20,g,2장,15
166,물,북엇국,300,ml,1½컵,15
167,닭,닭육수,150,g,,16
168,대파,닭육수,15,g,7cm,16
169,마늘,닭육수,10,g,2쪽,16
170,물,닭육수,500,ml,2½컵,16
171,깨,닭육수,10,g,2작은술,16
172,후추,닭육수,약간,,,16
173,멥쌀가루,사탕절편,400,g,2컵,16
174,녹차가루,사탕절편,3,g,1작은술,16
175,백련초,사탕절편,3,g,1작은술,16
176,쇠고기,고명,50,g,,16
177,애호박,고명,20,g,2cm,16
178,달걀,고명,50,g,1개,16
179,간장,고기양념,2,g,1/3작은술,16
180,참기름,고기양념,5,g,1작은술,16
181,소금,고기양념,약간,,,16
182,양파,멸치육수,20,g,1/6개,17
183,멸치,멸치육수,15,g,7마리,17
184,다진 마늘,멸치육수,10,g,2쪽,17
185,파,멸치육수,10,g,5cm,17
186,간장,멸치육수,4,g,1작은술,17
187,식초,멸치육수,2,g,1/3작은술,17
188,두부,두부완자,90,g,1/3모,17
189,달걀,두부완자,25,g,1/2개,17
190,표고버섯,두부완자,10,g,1장,17
191,표고버섯,고명,10,g,1장,17
192,파,고명,10,g,5cm,17
193,황태(채),황태해장국,15,g,10개,18
194,콩나물,황태해장국,30,g,1/6봉지,18
195,무,황태해장국,30,g,5×3×2cm,18
196,저염된장,황태해장국,10,g,2작은술,18
197,물,황태해장국,300,ml,1½컵,18
198,청양고추,황태해장국,5,g,1/2개,18
199,다진 마늘,황태해장국,2,g,1/3작은술,18
200,두부,된장국,20,g,2×2×2cm,19
201,애느타리버섯,된장국,20,g,4가닥,19
202,감자,된장국,10,g,4×3×1cm,19
203,양파,된장국,10,g,2×1cm,19
204,대파,된장국,10,g,5cm,19
205,된장,된장국,5,g,1작은술,19
206,물,된장국,300,ml,1½컵,19
207,국물용 멸치,멸치육수,5,g,3마리,20
208,다시마,멸치육수,1,,장,20
209, 양파,멸치육수,10,g,2×1cm,20
210,표고버섯,멸치육수,,,기둥,20
211,국간장,멸치육수,5,g,1작은술,20
212,청경채,채소준비,20,g,1개,20
213,표고버섯,채소준비,20,g,2장,20
214,다진 마늘,채소준비,2,g,1/3작은술,20
215,치커리,치커리 샐러드,30,g,10줄기,21
216,적양배추,치커리 샐러드,15,g,5×3cm,21
217,양파,치커리 샐러드,10,g,2×1cm,21
218,당근,치커리 샐러드,5,g,3×1×1cm,21
219,올리브유,올리브마늘 드레싱,10,g,2작은술,21
220,식초,올리브마늘 드레싱,5,g,1작은술,21
221,설탕,올리브마늘 드레싱,5,g,1작은술,21
222,마늘,올리브마늘 드레싱,5,g,1쪽,21
223,닭가슴살,구운 가지 닭가슴살 샐러드,100,g,,22
224,가지,구운 가지 닭가슴살 샐러드,100,g,2/3개,22
225,잎채소,구운 가지 닭가슴살 샐러드,40,g,,22
226,플레인요거트,들깨 드레싱,80,g,1개,22
227,양파,들깨 드레싱,20,g,1/6개,22
228,레몬즙,들깨 드레싱,20,g,1⅓큰술,22
229,꿀,들깨 드레싱,30,g,2큰술,22
230,들깨가루,들깨 드레싱,10,g,2작은술,22
231,딸기,스트로베리 샐러드,70,g,7개,23
232,플레인요거트,스트로베리 샐러드,85,g,1개,23
233,양상추,스트로베리 샐러드,70,g,2장,23
234,메추리알,스트로베리 샐러드,30,g,3개,23
235,블루베리,스트로베리 샐러드,15,g,1큰술,23
236,식초,스트로베리 샐러드,약간,,,23
237,소금,스트로베리 샐러드,약간,,,23
238,저지방우유,저염리코타치즈,200,ml,1컵,24
239,생크림,저염리코타치즈,30,g,2큰술,24
240,곤드레나물,곤드레단호박크로켓 샐러드,40,g,,24
241,단호박,곤드레단호박크로켓 샐러드,70,g,8ⅹ7cm,24
242,달걀,곤드레단호박크로켓 샐러드,50,g,1개,24
243,유자청,유자꿀 드레싱,45,g,3큰술,24
244,꿀,유자꿀 드레싱,15,g,1큰술,24
245,식초,유자꿀 드레싱,40,ml,2½큰술,24
246,물,유자꿀 드레싱,30,ml,2큰술,24
247,감자,그린매쉬드포테이토,80,g,1/2개,25
248,시금치우유 소스,그린매쉬드포테이토,5,g,1작은술,25
249,아몬드,그린매쉬드포테이토,2,g,1알,25
250,설탕,그린매쉬드포테이토,2,g,1/3작은술,25
251,크랜베리,그린매쉬드포테이토,3,g,,25
252,치커리,그린매쉬드포테이토,약간,,,25
253,시금치,시금치우유 소스,10,g,,25
254,우유,시금치우유 소스,10,g,2작은술,25
255,두부,채소두부,100,g,1/3모,26
256,양상추,채소두부,40,g,1장,26
257,방울토마토,채소두부,40,g,4개,26
258,치커리,채소두부,10,g,3줄기,26
259,적양배추,채소두부,10,g,3×3cm,26
260,잣,채소두부,5,g,5알,26
261,새싹채소,채소두부,15,g,,26
262,모과원액,모과 드레싱,50,g,3⅓큰술,26
263,배,모과 드레싱,30,g,1/8개,26
264,식초,모과 드레싱,35,g,2⅓큰술,26
265,레몬즙,모과 드레싱,20,g,1⅓큰술,26
266,설탕,모과 드레싱,7,g,1/2큰술,26
267,청피망,모과 드레싱,2,g,1/3작은술,26
268,빨강 파프리카,모과 드레싱,2,g,1/3작은술,26
269,새송이버섯,버섯구이,70,g,7개,27
270,연두부,두부타르타르 소스,30,g,1/4모,27
271,다진 양파,두부타르타르 소스,10,g,2작은술,27
272,다진 오이피클,두부타르타르 소스,10,g,2작은술,27
273,올리브유,두부타르타르 소스,2,g,1/3작은술,27
274,식초,두부타르타르 소스,5,g,1작은술,27
275,레몬즙,두부타르타르 소스,3,g,2/3작은술,27
276,머스터드,두부타르타르 소스,3,g,2/3작은술,27
277,꿀,두부타르타르 소스,2,g,1/3작은술,27
278,흰 후추,두부타르타르 소스,약간,,,27
279,두부,새우살 두부완자,60,g,1/6모,28
280,새우살,새우살 두부완자,30,g,7마리,28
281,빵가루,새우살 두부완자,12,g,1큰술,28
282,다진 빨강 파프리카,새우살 두부완자,5,g,1작은술,28
283,부추,새우살 두부완자,2,g,1줄기,28
284,소금,새우살 두부완자,약간,,,28
285,올리브유,새우살 두부완자,약간,,,28
286,새싹채소,곁들임,10,g,,28
287,매실액,매실생강 드레싱,40,g,2⅔큰술,28
288,생강즙,매실생강 드레싱,5,g,1작은술,28
289,물,매실생강 드레싱,20,ml,1⅓큰술,28
290,가지,구운채소,20,g,3cm,29
291,호박,구운채소,50,g,1/3개,29
292,양파,구운채소,15,g,1/8개,29
293,발사믹크레마,구운채소,15,g,1큰술,29
294,빨강 파프리카,구운채소,3,g,3×1cm,29
295,노랑 파프리카,구운채소,3,g,3×1cm,29
296,청피망,구운채소,3,g,3×1cm,29
297,올리브유,구운채소,약간,,,29
298,저염간장,구운채소,5,g,1작은술,29
299,식초,간장 레몬 소스,15,g,1큰술,29
300,설탕,간장 레몬 소스,10,g,1큰술,29
301,레몬즙,간장 레몬 소스,5,g,1작은술,29
302,브로콜리,브로콜리컬리플라워 샐러드,40,g,1/5송이,30
303,컬리플라워,브로콜리컬리플라워 샐러드,40,g,1/3송이,30
304,적양파,브로콜리컬리플라워 샐러드,10,g,2×1cm,30
305,강낭콩,브로콜리컬리플라워 샐러드,5,g,1작은술,30
306,건포도,브로콜리컬리플라워 샐러드,5,,알,30
307,호두,브로콜리컬리플라워 샐러드,1,,/2알,30
308,소금,브로콜리컬리플라워 샐러드,약간,,,30
309,두유,두유요거트 소스,50,g,3⅓큰술,30
310,플레인요거트,두유요거트 소스,20,g,1⅓큰술,30
311,레몬즙,두유요거트 소스,5,g,1작은술,30
312,설탕,두유요거트 소스,약간,,,30
313,빨강 파프리카,곁들임,45,g,1/3개,31
314,주황 파프리카,곁들임,45,g,1/3개,31
315,당근,곁들임,20,g,5×3×2cm,31
316,오이,곁들임,20,g,4cm,31
317,깻잎,곁들임,4,g,2장,31
318,적양배추,곁들임,15,g,3×2×1cm,31
319,겨자가루,냉채소스,50,g,3⅓큰술,31
320,식초,냉채소스,125,g,2/3컵,31
321,설탕,냉채소스,10,g,2작은술,31
322,저염간장,냉채소스,10,g,2작은술,31
323,소금,냉채소스,약간,,,31
324,닭가슴살,닭가슴살롤,100,g,,32
325,우유,닭가슴살롤,100,g,1/2컵,32
326,찹쌀,닭가슴살롤,50,g,,32
327,참기름,닭가슴살롤,5,g,1작은술,32
328,소금,닭가슴살롤,약간,,,32
329,밤,닭가슴살롤,20,g,2알,32
330,대추,약재 소스,10,g,4개,32
331,황기,약재 소스,10,g,,32
332,감자전분,약재 소스,15,g,1큰술,32
333,간장,약재 소스,15,g,1큰술,32
334,쌀뜨물,약재 소스,500,ml,2½컵,32
335,소금,약재 소스,약간,,,32
336,대구(손질된 것),대구구이,90,g,2토막,33
337,밀가루,대구구이,10,g,2작은술,33
338,사과,사과레몬 소스,50,g,1/3개,33
339,레몬즙,사과레몬 소스,25,g,1⅔큰술,33
340,후추,사과레몬 소스,약간,,,33
341,사과,곁들임,10,g,1/2쪽,33
342,레몬,곁들임,15,g,1쪽,33
343,동태살,동태살 구이,60,g,2토막,34
344,올리브유,동태살 구이,8,g,1⅔작은술,34
345,식초,동태살 구이,10,g,2작은술,34
346,바질,동태살 구이,약간,,,34
347,청피망,곁들임,10,g,1/8개,34
348,홍피망,곁들임,10,g,1/8개,34
349,미니새송이버섯,곁들임,20,g,2개,34
350,양파,곁들임,20,g,1/6개,34
351,당근,곁들임,10,g,5×3×1cm,34
352,호박,곁들임,10,g,폭5×두께1cm,34
353,올리브유,곁들임,약간,,,34
354,유자청,유자 소스,20,g,1⅓큰술,34
355,발사믹식초,발사믹 소스,20,g,1⅓큰술,34
356,물,발사믹 소스,10,ml,2작은술,34
357,조개관자,관자구이,100,g,3개,35
358,올리브유,비네그레트 드레싱,15,g,1큰술,35
359,레몬즙,비네그레트 드레싱,10,g,2작은술,35
360,다진 마늘,비네그레트 드레싱,5,g,1쪽,35
361,빨강 파프리카,비네그레트 드레싱,10,g,1/10개,35
362,노랑 파프리카,비네그레트 드레싱,10,g,1/10개,35
363,청 피망,비네그레트 드레싱,10,g,1/8개,35
364,양파,비네그레트 드레싱,10,g,1/8개,35
365,홍초,비네그레트 드레싱,7,g,1/2큰술,35
366,설탕,비네그레트 드레싱,5,g,1작은술,35
367,핫소스,비네그레트 드레싱,5,g,1작은술,35
368,흰 후추,비네그레트 드레싱,약간,,,35
369,바질,비네그레트 드레싱,약간,,,35
370,곤드레나물,토핑,30,g,,36
371,피자치즈,토핑,30,g,2큰술,36
372,리코타치즈,토핑,100,g,,36
373,파인애플,토핑,40,g,링1/2개,36
374,단호박,토핑,50,g,8×5cm,36
375,느타리버섯,토핑,50,g,6가닥,36
376,올리브유,토핑,약간,,,36
377,곤드레나물,곤드레도우,20,g,,36
378,중력분,곤드레도우,150,g,,36
379,꿀,레몬허니 소스,30,g,2큰술,36
380,레몬즙,레몬허니 소스,15,g,1큰술,36
381,실곤약,실곤약 국수,150,g,,37
382,노랑 파프리카,실곤약 국수,20,g,1/6개,37
383,빨강 파프리카,실곤약 국수,20,g,1/6개,37
384,당근,실곤약 국수,20,g,5×3×2cm,37
385,느타리버섯,실곤약 국수,20,g,3가닥,37
386,청고추,실곤약 국수,6,g,1/2개,37
387,청국장가루,실곤약 양념,3,g,2/3작은술,37
388,올리브유,실곤약 양념,10,g,2작은술,37
389,다진 마늘,실곤약 양념,5,g,1작은술,37
